machine_id;tool_wear_min;machine_failure;risk_rank;risk_tier
9081;163;0;2466;1
9162;163;0;2467;1
7151;163;0;2468;1
6988;163;0;2469;1
6568;163;0;2470;1
7406;163;0;2471;1
7660;163;0;2472;1
5204;163;0;2473;1
5370;163;0;2474;1
4710;163;0;2475;1
4964;163;0;2476;1
4449;163;1;2477;1
4102;163;0;2478;1
4187;163;0;2479;1
1826;163;0;2480;1
1984;163;0;2481;1
1072;163;0;2482;1
1234;163;0;2483;1
480;163;0;2484;1
733;163;0;2485;1
655;163;0;2486;1
3842;163;0;2487;1
3091;163;0;2488;1
2927;163;0;2489;1
2832;163;0;2490;1
2651;163;0;2491;1
2143;163;0;2492;1
2063;163;0;2493;1
2482;163;0;2494;1
2311;163;0;2495;1
2401;163;0;2496;1
2570;162;0;2497;1
2742;162;0;2498;1
3255;162;0;2499;1
3510;162;0;2500;1
3428;162;0;2501;2
3927;162;0;2502;2
4007;162;0;2503;2
3677;162;0;2504;2
991;162;0;2505;2
828;162;0;2506;2
396;162;0;2507;2
225;162;0;2508;2
59;162;0;2509;2
1149;162;0;2510;2
1312;162;0;2511;2
1573;162;0;2512;2
1747;162;0;2513;2
4275;162;0;2514;2
4882;162;0;2515;2
4796;162;0;2516;2
5469;162;0;2517;2
5552;162;0;2518;2
5632;162;0;2519;2
5800;162;0;2520;2
7575;162;0;2521;2
7490;162;0;2522;2
7234;162;0;2523;2
8005;162;0;2524;2
8174;162;0;2525;2
8095;162;0;2526;2
7746;162;0;2527;2
7826;162;0;2528;2
6486;162;0;2529;2
6402;162;0;2530;2
6238;162;0;2531;2
6148;162;0;2532;2
6323;162;0;2533;2
7065;162;0;2534;2
6906;162;0;2535;2
8996;162;0;2536;2
8343;162;0;2537;2
9815;162;0;2538;2
9319;162;0;2539;2
9398;162;0;2540;2
9560;162;0;2541;2
9475;162;0;2542;2
9639;162;0;2543;2
9242;161;0;2544;2
9736;161;0;2545;2
9893;161;0;2546;2
8422;161;0;2547;2
8674;161;0;2548;2
8587;161;0;2549;2
8506;161;0;2550;2
8756;161;0;2551;2
6824;161;0;2552;2
6743;161;0;2553;2
7150;161;0;2554;2
6987;161;0;2555;2
6567;161;0;2556;2
6653;161;0;2557;2
7405;161;0;2558;2
7321;161;0;2559;2
5894;161;0;2560;2
5976;161;0;2561;2
5290;161;0;2562;2
5203;161;0;2563;2
5124;161;0;2564;2
4709;161;0;2565;2
4618;161;0;2566;2
5049;161;1;2567;2
4186;161;1;2568;2
4101;161;0;2569;2
4360;161;0;2570;2
4534;161;1;2571;2
1825;161;0;2572;2
1901;161;0;2573;2
1401;161;0;2574;2
1487;161;0;2575;2
1233;161;0;2576;2
143;161;0;2577;2
479;161;0;2578;2
908;161;0;2579;2
654;161;0;2580;2
3594;161;0;2581;2
3759;161;0;2582;2
3841;161;0;2583;2
3169;161;0;2584;2
2310;161;0;2585;2
2481;161;0;2586;2
2062;161;0;2587;2
2227;161;0;2588;2
2142;160;0;2589;2
2400;160;0;2590;2
2741;160;0;2591;2
2569;160;0;2592;2
2650;160;0;2593;2
2831;160;0;2594;2
2926;160;0;2595;2
3254;160;0;2596;2
3427;160;0;2597;2
3342;160;0;2598;2
3509;160;0;2599;2
3926;160;0;2600;2
732;160;0;2601;2
566;160;0;2602;2
827;160;0;2603;2
395;160;0;2604;2
311;160;0;2605;2
224;160;0;2606;2
58;160;0;2607;2
1071;160;0;2608;2
1311;160;0;2609;2
1983;160;0;2610;2
1746;160;0;2611;2
1572;160;0;2612;2
4448;160;0;2613;2
4274;160;0;2614;2
4963;160;0;2615;2
4795;160;0;2616;2
5369;160;0;2617;2
5468;160;0;2618;2
6062;160;0;2619;2
5799;160;0;2620;2
5716;160;0;2621;2
7489;160;0;2622;2
7574;160;0;2623;2
7659;160;0;2624;2
7825;160;0;2625;2
7745;160;0;2626;2
8094;160;0;2627;2
8173;160;0;2628;2
6401;160;0;2629;2
6322;160;0;2630;2
7064;160;0;2631;2
8908;160;0;2632;2
8342;160;0;2633;2
8264;160;0;2634;2
9814;160;0;2635;2
9318;160;0;2636;2
9397;160;0;2637;2
9638;160;0;2638;2
9474;160;0;2639;2
9559;159;0;2640;2
9892;159;0;2641;2
8421;159;0;2642;2
8505;159;0;2643;2
8673;159;0;2644;2
8755;159;0;2645;2
8995;159;0;2646;2
6905;159;0;2647;2
6147;159;0;2648;2
6237;159;0;2649;2
6566;159;0;2650;2
8004;159;0;2651;2
7915;159;0;2652;2
7320;159;0;2653;2
7404;159;0;2654;2
7233;159;0;2655;2
5975;159;0;2656;2
5893;159;0;2657;2
5631;159;0;2658;2
5551;159;0;2659;2
5289;159;0;2660;2
4617;159;0;2661;2
4708;159;0;2662;2
4881;159;0;2663;2
4100;159;0;2664;2
4185;159;1;2665;2
1659;159;0;2666;2
1900;159;0;2667;2
1824;159;0;2668;2
1400;159;0;2669;2
1148;159;0;2670;2
142;159;0;2671;2
990;159;0;2672;2
653;159;0;2673;2
4006;159;0;2674;2
3676;159;0;2675;2
3168;159;0;2676;2
3001;159;1;2677;2
2309;159;0;2678;2
2480;159;0;2679;2
2061;159;0;2680;2
2141;158;0;2681;2
2226;158;0;2682;2
2399;158;0;2683;2
2925;158;0;2684;2
2830;158;0;2685;2
2649;158;0;2686;2
2568;158;0;2687;2
2740;158;0;2688;2
3090;158;0;2689;2
3253;158;0;2690;2
3758;158;0;2691;2
3840;158;0;2692;2
907;158;0;2693;2
826;158;0;2694;2
223;158;0;2695;2
57;158;0;2696;2
1232;158;0;2697;2
1310;158;0;2698;2
1486;158;0;2699;2
1982;158;0;2700;2
1571;158;0;2701;2
4273;158;0;2702;2
4447;158;0;2703;2
4962;158;0;2704;2
5048;158;0;2705;2
5202;158;0;2706;2
6061;158;0;2707;2
5715;158;0;2708;2
5798;158;0;2709;2
7658;158;0;2710;2
7573;158;0;2711;2
7488;158;0;2712;2
7824;158;0;2713;2
7744;158;0;2714;2
6652;158;0;2715;2
6823;158;0;2716;2
6742;158;0;2717;2
7149;158;0;2718;2
9080;158;0;2719;2
9161;158;0;2720;2
8832;158;0;2721;2
8907;158;0;2722;2
8586;158;0;2723;2
8263;158;0;2724;2
9971;158;0;2725;2
9637;158;0;2726;2
9396;158;0;2727;2
9241;158;0;2728;2
9473;157;0;2729;2
9891;157;0;2730;2
9813;157;0;2731;2
8420;157;0;2732;2
8341;157;0;2733;2
8672;157;0;2734;2
8504;157;0;2735;2
7063;157;0;2736;2
6565;157;0;2737;2
6485;157;0;2738;2
6236;157;0;2739;2
6321;157;0;2740;2
6400;157;0;2741;2
7914;157;0;2742;2
8093;157;0;2743;2
7232;157;0;2744;2
5892;157;0;2745;2
5974;157;0;2746;2
5368;157;0;2747;2
5630;157;0;2748;2
5467;157;0;2749;2
4707;157;0;2750;2
4616;157;0;2751;2
4184;157;0;2752;2
4099;157;0;2753;2
1745;157;0;2754;2
1823;157;0;2755;2
1899;157;0;2756;2
1399;157;0;2757;2
1147;157;0;2758;2
1070;157;0;2759;2
141;157;0;2760;2
310;157;0;2761;2
394;157;0;2762;2
652;157;0;2763;2
731;157;0;2764;2
3675;157;0;2765;2
4005;157;0;2766;2
3925;157;0;2767;2
3508;157;0;2768;2
3341;157;0;2769;2
3426;157;0;2770;2
3000;157;0;2771;2
2648;156;0;2772;2
2398;156;0;2773;2
2479;156;0;2774;2
2140;156;0;2775;2
3252;156;0;2776;2
3167;156;0;2777;2
3593;156;0;2778;2
3839;156;0;2779;2
3757;156;0;2780;2
825;156;0;2781;2
906;156;0;2782;2
478;156;0;2783;2
56;156;0;2784;2
1309;156;0;2785;2
1658;156;0;2786;2
4272;156;0;2787;2
4446;156;0;2788;2
4359;156;0;2789;2
4533;156;0;2790;2
4961;156;0;2791;2
5201;156;0;2792;2
5123;156;0;2793;2
6060;156;0;2794;2
5797;156;0;2795;2
5714;156;0;2796;2
7403;156;0;2797;2
7487;156;0;2798;2
7572;156;0;2799;2
7657;156;0;2800;2
8003;156;0;2801;2
6146;156;0;2802;2
6651;156;0;2803;2
7148;156;0;2804;2
6986;156;0;2805;2
6741;156;0;2806;2
6904;156;0;2807;2
8585;156;0;2808;2
8906;156;0;2809;2
8754;156;0;2810;2
9079;156;0;2811;2
8994;156;0;2812;2
9735;156;0;2813;2
9970;156;0;2814;2
9558;156;0;2815;2
9636;156;0;2816;2
9395;156;0;2817;2
9317;155;0;2818;2
9812;155;0;2819;2
9160;155;0;2820;2
8671;155;0;2821;2
8419;155;0;2822;2
6822;155;0;2823;2
7062;155;0;2824;2
6564;155;0;2825;2
6484;155;0;2826;2
6235;155;0;2827;2
6399;155;0;2828;2
6320;155;0;2829;2
8092;155;0;2830;2
8172;155;0;2831;2
7913;155;0;2832;2
7743;155;0;2833;2
7231;155;0;2834;2
5973;155;0;2835;2
5891;155;0;2836;2
5466;155;0;2837;2
5629;155;0;2838;2
5047;155;0;2839;2
4706;155;0;2840;2
4794;155;0;2841;2
4098;155;0;2842;2
4183;155;1;2843;2
1570;155;0;2844;2
1898;155;0;2845;2
1822;155;0;2846;2
1981;155;0;2847;2
1398;155;0;2848;2
1485;155;0;2849;2
1069;155;0;2850;2
1146;155;0;2851;2
1231;155;0;2852;2
140;155;0;2853;2
309;155;0;2854;2
730;155;0;2855;2
651;155;0;2856;2
565;155;0;2857;2
4004;155;0;2858;2
3089;155;0;2859;2
3425;155;0;2860;2
3340;155;0;2861;2
2225;155;0;2862;2
2567;155;0;2863;2
2739;155;0;2864;2
2999;155;0;2865;2
2829;155;0;2866;2
2924;155;0;2867;2
2139;154;0;2868;2
2060;154;0;2869;2
2478;154;0;2870;2
2308;154;0;2871;2
3166;154;0;2872;2
3924;154;0;2873;2
3756;154;0;2874;2
3838;154;0;2875;2
989;154;0;2876;2
477;154;0;2877;2
393;154;0;2878;2
55;154;0;2879;2
1308;154;0;2880;2
1657;154;0;2881;2
1744;154;0;2882;2
4271;154;1;2883;2
4532;154;0;2884;2
4358;154;0;2885;2
4445;154;0;2886;2
4960;154;0;2887;2
4880;154;0;2888;2
5550;154;0;2889;2
5122;154;0;2890;2
5200;154;0;2891;2
5288;154;0;2892;2
5713;154;0;2893;2
7402;154;0;2894;2
7319;154;0;2895;2
7656;154;0;2896;2
7486;154;0;2897;2
8002;154;0;2898;2
7147;154;0;2899;2
6903;154;0;2900;2
6740;154;0;2901;2
8340;154;0;2902;2
8584;154;0;2903;2
9078;154;0;2904;2
8905;154;0;2905;2
9969;154;0;2906;2
9472;154;0;2907;2
9635;154;0;2908;2
9557;154;0;2909;2
9316;153;0;2910;2
9240;153;0;2911;2
9811;153;0;2912;2
9734;153;0;2913;2
8753;153;0;2914;2
8831;153;0;2915;2
8262;153;0;2916;2
6821;153;0;2917;2
6985;153;0;2918;2
6234;153;0;2919;2
6145;153;0;2920;2
6483;153;0;2921;2
6650;153;0;2922;2
8171;153;0;2923;2
8091;153;0;2924;2
7742;153;0;2925;2
7912;153;0;2926;2
7823;153;0;2927;2
7230;153;0;2928;2
5796;153;0;2929;2
5972;153;0;2930;2
6059;153;0;2931;2
5628;153;0;2932;2
4705;153;0;2933;2
4097;153;1;2934;2
1569;153;0;2935;2
1821;153;0;2936;2
1897;153;0;2937;2
1397;153;0;2938;2
1484;153;0;2939;2
1230;153;0;2940;2
1145;153;1;2941;2
1068;153;0;2942;2
222;153;0;2943;2
824;153;0;2944;2
564;153;0;2945;2
3592;153;0;2946;2
4003;153;1;2947;2
3424;153;0;2948;2
2397;153;0;2949;2
2224;153;0;2950;2
2923;153;0;2951;2
2828;153;0;2952;2
2998;153;0;2953;2
2566;153;0;2954;2
2647;153;0;2955;2
2738;152;0;2956;2
2138;152;0;2957;2
2307;152;0;2958;2
3339;152;0;2959;2
3507;152;0;2960;2
3165;152;0;2961;2
3088;152;0;2962;2
3674;152;0;2963;2
3837;152;0;2964;2
3755;152;0;2965;2
650;152;0;2966;2
729;152;0;2967;2
54;152;0;2968;2
392;152;0;2969;2
476;152;0;2970;2
308;152;0;2971;2
1307;152;0;2972;2
1743;152;0;2973;2
4182;152;0;2974;2
4270;152;0;2975;2
4444;152;0;2976;2
4357;152;0;2977;2
4531;152;0;2978;2
4615;152;0;2979;2
4879;152;0;2980;2
4959;152;0;2981;2
5046;152;0;2982;2
5549;152;0;2983;2
5465;152;0;2984;2
5287;152;0;2985;2
5367;152;0;2986;2
5199;152;0;2987;2
5890;152;0;2988;2
5712;152;0;2989;2
7318;152;0;2990;2
6563;152;0;2991;2
6319;152;0;2992;2
6398;152;0;2993;2
7146;152;0;2994;2
6902;152;0;2995;2
8339;152;0;2996;2
8670;152;0;2997;2
8503;152;0;2998;2
9077;152;0;2999;2
9890;152;0;3000;2
9968;151;0;3001;2
9733;151;0;3002;2
9394;151;0;3003;2
8993;151;0;3004;2
8904;151;0;3005;2
8583;151;1;3006;2
6820;151;0;3007;2
6233;151;0;3008;2
6649;151;0;3009;2
6482;151;0;3010;2
7401;151;0;3011;2
7485;151;0;3012;2
7655;151;0;3013;2
7571;151;0;3014;2
7822;151;0;3015;2
7741;151;0;3016;2
8090;151;0;3017;2
8001;151;0;3018;2
5971;151;0;3019;2
6058;151;0;3020;2
5121;151;0;3021;2
1568;151;0;3022;2
1656;151;0;3023;2
1896;151;0;3024;2
1396;151;0;3025;2
1144;151;0;3026;2
221;151;0;3027;2
563;151;0;3028;2
988;151;0;3029;2
905;151;0;3030;2
3591;151;0;3031;2
3923;151;0;3032;2
3251;151;0;3033;2
3423;151;0;3034;2
2059;151;0;3035;2
2223;151;0;3036;2
2565;151;0;3037;2
2922;151;0;3038;2
2827;150;0;3039;2
2997;150;0;3040;2
2137;150;0;3041;2
2396;150;0;3042;2
3338;150;0;3043;2
3506;150;0;3044;2
3087;150;0;3045;2
3164;150;0;3046;2
3673;150;0;3047;2
3754;150;0;3048;2
823;150;0;3049;2
139;150;0;3050;2
307;150;0;3051;2
475;150;0;3052;2
391;150;0;3053;2
1067;150;0;3054;2
1229;150;0;3055;2
1306;150;0;3056;2
1483;150;0;3057;2
1820;150;0;3058;2
1980;150;0;3059;2
5366;150;0;3060;2
5286;150;0;3061;2
5464;150;0;3062;2
6144;150;0;3063;2
5795;150;0;3064;2
5045;150;0;3065;2
4614;150;0;3066;2
4704;150;0;3067;2
4793;150;0;3068;2
4443;150;0;3069;2
4269;150;0;3070;2
4181;150;0;3071;2
8170;150;0;3072;2
7911;150;0;3073;2
7317;150;0;3074;2
6562;150;0;3075;2
6397;150;0;3076;2
6318;150;0;3077;2
6901;150;0;3078;2
7061;150;0;3079;2
6984;150;0;3080;2
8669;150;0;3081;2
8502;150;0;3082;2
8418;150;0;3083;2
8830;150;0;3084;2
8752;150;0;3085;2
9076;150;0;3086;2
9159;150;0;3087;2
9239;150;0;3088;2
9315;150;0;3089;2
9810;150;0;3090;2
9732;149;0;3091;2
9967;149;0;3092;2
9889;149;0;3093;2
9393;149;0;3094;2
9471;149;0;3095;2
9556;149;0;3096;2
9634;149;0;3097;2
8338;149;0;3098;2
7145;149;0;3099;2
6739;149;0;3100;2
6648;149;0;3101;2
6481;149;0;3102;2
7400;149;0;3103;2
7570;149;1;3104;2
7654;149;0;3105;2
7484;149;0;3106;2
7740;149;0;3107;2
8089;149;0;3108;2
4530;149;0;3109;2
5120;149;0;3110;2
4958;149;0;3111;2
4878;149;0;3112;2
6057;149;0;3113;2
5889;149;0;3114;2
5548;149;0;3115;2
1655;149;0;3116;2
1742;149;0;3117;2
1395;149;0;3118;2
1143;149;0;3119;2
904;149;1;3120;2
3836;149;0;3121;2
3590;149;0;3122;2
3922;149;0;3123;2
3250;149;0;3124;2
2477;149;0;3125;2
2058;149;0;3126;2
2222;149;0;3127;2
2921;149;0;3128;2
2564;149;0;3129;2
2737;149;0;3130;2
2646;148;0;3131;2
2826;148;0;3132;2
2996;148;0;3133;2
2136;148;0;3134;2
2395;148;0;3135;2
3163;148;0;3136;2
3086;148;0;3137;2
3337;148;0;3138;2
3422;148;0;3139;2
4002;148;0;3140;2
4096;148;0;3141;2
822;148;0;3142;2
562;148;0;3143;2
306;148;0;3144;2
138;148;0;3145;2
220;148;0;3146;2
1066;148;0;3147;2
1228;148;0;3148;2
1305;148;0;3149;2
1567;148;0;3150;2
1979;148;0;3151;2
5627;148;0;3152;2
5463;148;0;3153;2
5365;148;0;3154;2
5970;148;0;3155;2
6143;148;0;3156;2
5794;148;0;3157;2
5044;148;0;3158;2
4703;148;1;3159;2
4613;148;0;3160;2
4442;148;1;3161;2
4180;148;1;3162;2
4268;148;0;3163;2
8169;148;0;3164;2
8000;148;0;3165;2
7910;148;0;3166;2
7821;148;0;3167;2
7316;148;0;3168;2
7229;148;0;3169;2
6561;148;0;3170;2
6317;148;0;3171;2
6232;148;0;3172;2
6900;148;0;3173;2
6819;148;0;3174;2
7060;148;0;3175;2
6983;148;0;3176;2
8261;148;0;3177;2
8501;148;0;3178;2
8582;148;0;3179;2
9158;148;0;3180;2
8992;148;0;3181;2
8751;148;0;3182;2
8829;148;0;3183;2
9314;148;0;3184;2
9238;147;0;3185;2
9470;147;0;3186;2
9888;147;0;3187;2
9966;147;0;3188;2
9731;147;0;3189;2
9809;147;0;3190;2
9075;147;0;3191;2
8668;147;0;3192;2
8337;147;0;3193;2
8417;147;0;3194;2
6396;147;0;3195;2
6647;147;0;3196;2
6480;147;0;3197;2
7653;147;0;3198;2
7569;147;0;3199;2
8088;147;0;3200;2
4356;147;1;3201;2
4529;147;0;3202;2
4792;147;0;3203;2
5711;147;0;3204;2
6056;147;0;3205;2
5285;147;0;3206;2
5198;147;0;3207;2
5547;147;0;3208;2
1819;147;0;3209;2
1654;147;0;3210;2
1394;147;0;3211;2
1482;147;0;3212;2
1142;147;0;3213;2
53;147;0;3214;2
390;147;0;3215;2
474;147;0;3216;2
728;147;0;3217;2
649;147;0;3218;2
903;147;0;3219;2
3921;147;0;3220;2
3672;147;0;3221;2
3505;147;0;3222;2
2306;147;0;3223;2
2476;147;0;3224;2
2057;147;0;3225;2
2920;147;0;3226;2
2563;147;0;3227;2
2736;147;0;3228;2
2645;146;0;3229;2
2995;146;0;3230;2
2135;146;0;3231;2
2221;146;0;3232;2
2394;146;0;3233;2
3421;146;0;3234;2
3336;146;0;3235;2
3162;146;0;3236;2
3249;146;0;3237;2
3589;146;0;3238;2
3835;146;0;3239;2
4095;146;0;3240;2
4001;146;0;3241;2
987;146;0;3242;2
821;146;0;3243;2
561;146;0;3244;2
305;146;0;3245;2
219;146;0;3246;2
1227;146;0;3247;2
1304;146;0;3248;2
1566;146;0;3249;2
1741;146;0;3250;2
1895;146;0;3251;2
5626;146;0;3252;2
5364;146;0;3253;2
6142;146;0;3254;2
5969;146;0;3255;2
4612;146;1;3256;2
5043;146;0;3257;2
5119;146;0;3258;2
4877;146;0;3259;2
4957;146;0;3260;2
4441;146;0;3261;2
4267;146;0;3262;2
4179;146;0;3263;2
7999;146;0;3264;2
7820;146;0;3265;2
7909;146;0;3266;2
7739;146;0;3267;2
7483;146;0;3268;2
7228;146;0;3269;2
7315;146;0;3270;2
7399;146;0;3271;2
7059;146;0;3272;2
6738;146;0;3273;2
8260;146;0;3274;2
8581;146;0;3275;2
8500;146;0;3276;2
8991;146;0;3277;2
8828;146;0;3278;2
8750;146;0;3279;2
8903;146;0;3280;2
9633;146;0;3281;2
9555;146;0;3282;2
9469;145;0;3283;2
9237;145;0;3284;2
9808;145;0;3285;2
9730;145;0;3286;2
9965;145;0;3287;2
9887;145;0;3288;2
9074;145;0;3289;2
9157;145;0;3290;2
8667;145;0;3291;2
6818;145;0;3292;2
6899;145;0;3293;2
6479;145;1;3294;2
6316;145;0;3295;2
6231;145;0;3296;2
8087;145;0;3297;2
4355;145;0;3298;2
4791;145;0;3299;2
5710;145;0;3300;2
5793;145;0;3301;2
5284;145;0;3302;2
5462;145;0;3303;2
1818;145;0;3304;2
1978;145;0;3305;2
1065;145;0;3306;2
52;145;0;3307;2
389;145;0;3308;2
648;145;0;3309;2
3753;145;0;3310;2
3671;145;0;3311;2
3504;145;0;3312;2
2305;145;0;3313;2
2475;145;0;3314;2
2056;145;0;3315;2
2825;145;0;3316;2
2562;145;0;3317;2
2919;144;0;3318;2
2393;144;0;3319;2
3420;144;0;3320;2
4000;144;0;3321;2
727;144;0;3322;2
560;144;0;3323;2
820;144;0;3324;2
986;144;0;3325;2
473;144;0;3326;2
218;144;0;3327;2
1141;144;0;3328;2
1303;144;0;3329;2
1393;144;0;3330;2
1481;144;0;3331;2
1894;144;0;3332;2
5363;144;0;3333;2
5888;144;0;3334;2
5968;144;0;3335;2
6141;144;0;3336;2
4611;144;0;3337;2
4876;144;0;3338;2
5118;144;0;3339;2
5042;144;0;3340;2
4528;144;1;3341;2
4178;144;0;3342;2
4266;144;0;3343;2
7908;144;0;3344;2
7819;144;0;3345;2
7398;144;0;3346;2
7314;144;0;3347;2
7227;144;0;3348;2
7568;144;0;3349;2
7652;144;0;3350;2
6395;144;0;3351;2
6646;144;0;3352;2
6737;144;0;3353;2
7058;144;0;3354;2
7144;144;0;3355;2
8499;144;0;3356;2
8259;144;0;3357;2
8416;144;0;3358;2
8336;144;0;3359;2
8990;144;0;3360;2
8902;144;0;3361;2
8749;144;0;3362;2
9392;144;0;3363;2
9554;144;0;3364;2
9632;144;0;3365;2
9468;143;0;3366;2
9313;143;0;3367;2
9886;143;0;3368;2
9964;143;0;3369;2
9729;143;0;3370;2
9807;143;0;3371;2
8827;143;0;3372;2
9156;143;0;3373;2
8666;143;0;3374;2
8580;143;0;3375;2
6982;143;0;3376;2
6898;143;0;3377;2
6817;143;0;3378;2
6560;143;0;3379;2
6478;143;0;3380;2
6230;143;0;3381;2
7738;143;0;3382;2
8086;143;0;3383;2
8168;143;0;3384;2
7998;143;1;3385;2
4440;143;0;3386;2
4956;143;0;3387;2
4702;143;0;3388;2
4790;143;0;3389;2
5709;143;0;3390;2
5625;143;0;3391;2
1817;143;0;3392;2
1565;143;0;3393;2
137;143;0;3394;2
51;143;1;3395;2
388;143;0;3396;2
304;143;0;3397;2
4094;143;0;3398;2
3670;143;0;3399;2
3752;143;0;3400;2
3834;143;0;3401;2
3335;143;0;3402;2
3248;143;0;3403;2
3161;143;0;3404;2
3085;143;0;3405;2
2220;143;0;3406;2
2304;143;0;3407;2
2994;143;0;3408;2
2644;143;0;3409;2
2561;142;0;3410;2
2735;142;0;3411;2
2918;142;0;3412;2
2824;142;0;3413;2
2055;142;0;3414;2
2392;142;0;3415;2
2474;142;0;3416;2
3503;142;0;3417;2
3999;142;0;3418;2
3920;142;0;3419;2
217;142;0;3420;2
985;142;0;3421;2
902;142;0;3422;2
819;142;0;3423;2
559;142;0;3424;2
726;142;0;3425;2
647;142;0;3426;2
1653;142;0;3427;2
1977;142;0;3428;2
1480;142;0;3429;2
1392;142;1;3430;2
1302;142;0;3431;2
1064;142;0;3432;2
5546;142;0;3433;2
5461;142;0;3434;2
5362;142;0;3435;2
5197;142;0;3436;2
5887;142;0;3437;2
5792;142;0;3438;2
6140;142;0;3439;2
6055;142;0;3440;2
5967;142;0;3441;2
4610;142;0;3442;2
4875;142;0;3443;2
5117;142;0;3444;2
4354;142;1;3445;2
4527;142;0;3446;2
7907;142;0;3447;2
7651;142;0;3448;2
7567;142;0;3449;2
7313;142;0;3450;2
7397;142;0;3451;2
6394;142;0;3452;2
6315;142;0;3453;2
6645;142;0;3454;2
6736;142;0;3455;2
8415;142;0;3456;2
8989;142;0;3457;2
8748;142;0;3458;2
9236;142;0;3459;2
9631;142;0;3460;2
9728;141;0;3461;2
9553;141;0;3462;2
9312;141;0;3463;2
9467;141;0;3464;2
9391;141;0;3465;2
9806;141;0;3466;2
9963;141;0;3467;2
9885;141;0;3468;2
8901;141;0;3469;2
9155;141;0;3470;2
8335;141;0;3471;2
8258;141;0;3472;2
8579;141;0;3473;2
8498;141;0;3474;2
6816;141;0;3475;2
6981;141;0;3476;2
7057;141;0;3477;2
6477;141;0;3478;2
6229;141;0;3479;2
7226;141;0;3480;2
7482;141;0;3481;2
8167;141;0;3482;2
8085;141;0;3483;2
4439;141;0;3484;2
4265;141;0;3485;2
4177;141;0;3486;2
4955;141;0;3487;2
4701;141;0;3488;2
5708;141;0;3489;2
5624;141;0;3490;2
1140;141;0;3491;2
1226;141;0;3492;2
1893;141;0;3493;2
1564;141;0;3494;2
1740;141;0;3495;2
387;141;0;3496;2
3751;141;0;3497;2
3669;141;0;3498;2
3588;141;0;3499;2
3084;141;0;3500;2
3247;141;0;3501;2
2134;141;0;3502;2
2303;141;0;3503;2
2219;141;0;3504;2
2643;141;0;3505;2
2734;140;0;3506;2
2823;140;0;3507;2
2917;140;0;3508;2
2993;140;0;3509;2
2054;140;0;3510;2
2473;140;0;3511;2
2560;140;0;3512;2
2391;140;0;3513;2
3334;140;0;3514;2
3833;140;0;3515;2
3998;140;0;3516;2
216;140;0;3517;2
136;140;0;3518;2
50;140;0;3519;2
646;140;0;3520;2
725;140;0;3521;2
818;140;0;3522;2
901;140;0;3523;2
984;140;0;3524;2
1652;140;0;3525;2
1816;140;0;3526;2
1976;140;0;3527;2
1063;140;0;3528;2
1301;140;0;3529;2
1391;140;0;3530;2
1479;140;0;3531;2
5545;140;0;3532;2
5460;140;0;3533;2
5196;140;0;3534;2
5361;140;0;3535;2
5283;140;0;3536;2
5886;140;0;3537;2
6054;140;0;3538;2
4353;140;0;3539;2
7997;140;0;3540;2
6314;140;0;3541;2
6393;140;0;3542;2
6559;140;0;3543;2
6897;140;0;3544;2
8988;140;0;3545;2
9073;140;0;3546;2
8747;140;0;3547;2
8826;140;0;3548;2
9235;140;0;3549;2
9311;139;0;3550;2
9390;139;0;3551;2
9552;139;0;3552;2
9727;139;0;3553;2
9962;139;0;3554;2
9805;139;0;3555;2
9154;139;0;3556;2
8578;139;0;3557;2
8414;139;0;3558;2
6735;139;0;3559;2
7056;139;0;3560;2
7143;139;0;3561;2
6980;139;0;3562;2
6644;139;0;3563;2
6476;139;0;3564;2
6228;139;0;3565;2
8084;139;0;3566;2
8166;139;0;3567;2
7906;139;0;3568;2
7818;139;0;3569;2
7566;139;0;3570;2
7225;139;0;3571;2
7396;139;0;3572;2
4438;139;0;3573;2
4526;139;0;3574;2
4176;139;0;3575;2
4264;139;0;3576;2
4700;139;0;3577;2
4609;139;0;3578;2
4954;139;0;3579;2
4874;139;0;3580;2
5116;139;0;3581;2
5041;139;0;3582;2
6139;139;0;3583;2
5791;139;0;3584;2
5707;139;1;3585;2
5623;139;0;3586;2
1139;139;0;3587;2
1225;139;0;3588;2
1892;139;0;3589;2
1563;139;0;3590;2
558;139;0;3591;2
472;139;0;3592;2
3919;139;0;3593;2
3750;139;0;3594;2
3587;139;0;3595;2
3668;139;0;3596;2
3419;139;0;3597;2
2133;139;0;3598;2
2218;139;0;3599;2
2302;138;0;3600;2
2053;138;0;3601;2
2390;138;0;3602;2
2472;138;0;3603;2
2916;138;0;3604;2
2733;138;0;3605;2
3246;138;0;3606;2
3083;138;0;3607;2
3160;138;0;3608;2
4093;138;0;3609;2
386;138;0;3610;2
303;138;0;3611;2
135;138;0;3612;2
983;138;0;3613;2
817;138;0;3614;2
1815;138;0;3615;2
1975;138;0;3616;2
1062;138;0;3617;2
1478;138;0;3618;2
1390;138;0;3619;2
5544;138;0;3620;2
5459;138;0;3621;2
6053;138;0;3622;2
4789;138;0;3623;2
4352;138;0;3624;2
7481;138;0;3625;2
7737;138;0;3626;2
7996;138;0;3627;2
8334;138;0;3628;2
8665;138;0;3629;2
8497;138;0;3630;2
9072;138;0;3631;2
8746;138;0;3632;2
8900;138;0;3633;2
9466;138;0;3634;2
9234;138;0;3635;2
9310;137;0;3636;2
9630;137;0;3637;2
9804;137;0;3638;2
